,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
25162,1051100,Preparação do leite,pr,cruzeiro do oeste,20.74,cruzeiro do oeste - pr,4106605,-23.7799,-53.0774;
25163,1051100,Preparação do leite,pr,cruzeiro do oeste,28.75,cruzeiro do oeste - pr,4106605,-23.7799,-53.0774;
25164,1051100,Preparação do leite,pr,cruzeiro do oeste,24.02,cruzeiro do oeste - pr,4106605,-23.7799,-53.0774;
25165,1051100,Preparação do leite,pr,cruzeiro do oeste,18.2,cruzeiro do oeste - pr,4106605,-23.7799,-53.0774;
25166,1051100,Preparação do leite,pr,cruzeiro do oeste,22.56,cruzeiro do oeste - pr,4106605,-23.7799,-53.0774;
25167,1051100,Preparação do leite,pr,realeza,39.2,realeza - pr,4121406,-25.7711,-53.526;
25168,1051100,Preparação do leite,pr,realeza,36.74,realeza - pr,4121406,-25.7711,-53.526;
25169,1051100,Preparação do leite,pr,realeza,43.94,realeza - pr,4121406,-25.7711,-53.526;
25170,1051100,Preparação do leite,pr,realeza,77.53,realeza - pr,4121406,-25.7711,-53.526;
25171,1051100,Preparação do leite,pr,marmeleiro,4.33,marmeleiro - pr,4115408,-26.1472,-53.0267;
25172,1051100,Preparação do leite,pr,marmeleiro,5.6,marmeleiro - pr,4115408,-26.1472,-53.0267;
25173,1051100,Preparação do leite,pr,marmeleiro,3.96,marmeleiro - pr,4115408,-26.1472,-53.0267;
25174,1051100,Preparação do leite,pr,maripa,4.83,maripa - pr,4115358,-24.42,-53.8286;
25175,1051100,Preparação do leite,pr,maripa,31.45,maripa - pr,4115358,-24.42,-53.8286;
25176,1051100,Preparação do leite,pr,maripa,55.32,maripa - pr,4115358,-24.42,-53.8286;
25177,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25178,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25179,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25180,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25181,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25182,1051100,Preparação do leite,sc,major vieira,7.86,major vieira - sc,4210308,-26.3709,-50.3266;
25183,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25184,1051100,Preparação do leite,sc,major vieira,3.2,major vieira - sc,4210308,-26.3709,-50.3266;
25185,1051100,Preparação do leite,sc,sao lourenco do oeste,2.55,sao lourenco do oeste - sc,4216909,-26.3557,-52.8498;
25186,1051100,Preparação do leite,sc,sao lourenco do oeste,2.55,sao lourenco do oeste - sc,4216909,-26.3557,-52.8498;
25187,1051100,Preparação do leite,sc,sao lourenco do oeste,2.55,sao lourenco do oeste - sc,4216909,-26.3557,-52.8498;
25188,1051100,Preparação do leite,sc,sao lourenco do oeste,2.55,sao lourenco do oeste - sc,4216909,-26.3557,-52.8498;
25189,1051100,Preparação do leite,sc,sao lourenco do oeste,1.82,sao lourenco do oeste - sc,4216909,-26.3557,-52.8498;
25190,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,1.0,tres barras - sc,4218301,-26.1056,-50.3197;
25191,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,24.9,tres barras - sc,4218301,-26.1056,-50.3197;
25192,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,24.9,tres barras - sc,4218301,-26.1056,-50.3197;
25193,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,24.9,tres barras - sc,4218301,-26.1056,-50.3197;
25194,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,24.9,tres barras - sc,4218301,-26.1056,-50.3197;
25195,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,24.9,tres barras - sc,4218301,-26.1056,-50.3197;
25196,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,20.0,tres barras - sc,4218301,-26.1056,-50.3197;
25197,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,sc,tres barras,20.0,tres barras - sc,4218301,-26.1056,-50.3197;
"25198,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",rs,porto alegre,2.0,porto alegre - rs,4314902,-30.0318,-51.2065";
"25199,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",rs,rio grande,4.0,rio grande - rs,4315602,-32.0349,-52.1071";
25200,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,pr,londrina,1.5,londrina - pr,4113700,-23.304000000000002,-51.1691;
25201,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,pr,londrina,1.77,londrina - pr,4113700,-23.304000000000002,-51.1691;
"25202,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,morro da fumaca,0.01,morro da fumaca - sc,4211207,-28.6511,-49.2169";
25203,1013902,Preparação de subprodutos do abate,pr,campo largo,108.94,campo largo - pr,4104204,-25.4525,-49.528999999999996;
25204,1013902,Preparação de subprodutos do abate,pr,campo largo,23.09,campo largo - pr,4104204,-25.4525,-49.528999999999996;
25205,1013902,Preparação de subprodutos do abate,pr,campo largo,67.75,campo largo - pr,4104204,-25.4525,-49.528999999999996;
25206,1013902,Preparação de subprodutos do abate,pr,campo largo,63.0,campo largo - pr,4104204,-25.4525,-49.528999999999996;
25207,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,24.71,bituruna - pr,4102901,-26.1607,-51.5518;
25208,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,13.16,bituruna - pr,4102901,-26.1607,-51.5518;
25209,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,13.73,bituruna - pr,4102901,-26.1607,-51.5518;
25210,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,48.54,bituruna - pr,4102901,-26.1607,-51.5518;
25211,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,53.22,bituruna - pr,4102901,-26.1607,-51.5518;
25212,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,31.76,bituruna - pr,4102901,-26.1607,-51.5518;
25213,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,30.95,bituruna - pr,4102901,-26.1607,-51.5518;
25214,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,15.41,bituruna - pr,4102901,-26.1607,-51.5518;
25215,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,41.32,bituruna - pr,4102901,-26.1607,-51.5518;
25216,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,21.43,bituruna - pr,4102901,-26.1607,-51.5518;
25217,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,pr,bituruna,35.89,bituruna - pr,4102901,-26.1607,-51.5518;
25218,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,45.77,curiuva - pr,4107009,-24.0362,-50.4576;
25219,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,48.0,curiuva - pr,4107009,-24.0362,-50.4576;
25220,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,42.0,curiuva - pr,4107009,-24.0362,-50.4576;
25221,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,0.42,curiuva - pr,4107009,-24.0362,-50.4576;
25222,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,42.0,curiuva - pr,4107009,-24.0362,-50.4576;
25223,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,42.0,curiuva - pr,4107009,-24.0362,-50.4576;
25224,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,13.28,curiuva - pr,4107009,-24.0362,-50.4576;
25225,1610203,Serrarias com desdobramento de madeira em bruto,pr,curiuva,13.28,curiuva - pr,4107009,-24.0362,-50.4576;
"25226,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,sarandi,0.02,sarandi - pr,4126256,-23.4441,-51.876000000000005";
"25227,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,sarandi,0.02,sarandi - pr,4126256,-23.4441,-51.876000000000005";
"25228,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,sarandi,0.9,sarandi - pr,4126256,-23.4441,-51.876000000000005";
"25229,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,sarandi,0.03,sarandi - pr,4126256,-23.4441,-51.876000000000005";
"25230,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,60.27,apucarana - pr,4101408,-23.55,-51.4635";
"25231,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,64.69,apucarana - pr,4101408,-23.55,-51.4635";
"25232,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,51.92,apucarana - pr,4101408,-23.55,-51.4635";
"25233,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,60.26,apucarana - pr,4101408,-23.55,-51.4635";
"25234,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,58.99,apucarana - pr,4101408,-23.55,-51.4635";
"25235,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,50.93,apucarana - pr,4101408,-23.55,-51.4635";
"25236,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,52.66,apucarana - pr,4101408,-23.55,-51.4635";
"25237,2640000,""Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"",pr,apucarana,29.11,apucarana - pr,4101408,-23.55,-51.4635";
25238,1610203,Serrarias com desdobramento de madeira em bruto,sc,fraiburgo,5000.0,fraiburgo - sc,4205506,-27.0233,-50.92;
25239,1610203,Serrarias com desdobramento de madeira em bruto,sc,fraiburgo,5000.0,fraiburgo - sc,4205506,-27.0233,-50.92;
25240,1610203,Serrarias com desdobramento de madeira em bruto,sc,fraiburgo,5500.0,fraiburgo - sc,4205506,-27.0233,-50.92;
25241,1610203,Serrarias com desdobramento de madeira em bruto,sc,fraiburgo,5500.0,fraiburgo - sc,4205506,-27.0233,-50.92;
25242,1610203,Serrarias com desdobramento de madeira em bruto,sc,fraiburgo,5500.0,fraiburgo - sc,4205506,-27.0233,-50.92;
"25243,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,taio,6.0,taio - sc,4217808,-27.121,-49.9942";
"25244,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,taio,5.15,taio - sc,4217808,-27.121,-49.9942";
"25245,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,taio,3.0,taio - sc,4217808,-27.121,-49.9942";
"25246,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,taio,2.5,taio - sc,4217808,-27.121,-49.9942";
"25247,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,taio,3.34,taio - sc,4217808,-27.121,-49.9942";
"25248,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",sc,rio dos cedros,3.74,rio dos cedros - sc,4214706,-26.7398,-49.2718";
"25249,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,35.29,guarapuava - pr,4109401,-25.3902,-51.4623";
"25250,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,93.29,guarapuava - pr,4109401,-25.3902,-51.4623";
"25251,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,30.54,guarapuava - pr,4109401,-25.3902,-51.4623";
"25252,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,35.75,guarapuava - pr,4109401,-25.3902,-51.4623";
"25253,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,39.23,guarapuava - pr,4109401,-25.3902,-51.4623";
"25254,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,38.96,guarapuava - pr,4109401,-25.3902,-51.4623";
"25255,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,31.27,guarapuava - pr,4109401,-25.3902,-51.4623";
"25256,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,38.8,guarapuava - pr,4109401,-25.3902,-51.4623";
25257,2740602,Fabricação de luminárias e outros equipamentos de iluminação,sc,blumenau,0.1,blumenau - sc,4202404,-26.9155,-49.0709;
25258,1061901,Beneficiamento de arroz,sc,forquilhinha,1323.63,forquilhinha - sc,4205456,-28.7454,-49.4785;
"25259,141501,""Produção de sementes certificadas, exceto de forrageiras para pasto"",pr,palmas,8.5,palmas - pr,4117602,-26.4839,-51.9888";
"25260,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,morro da fumaca,0.01,morro da fumaca - sc,4211207,-28.6511,-49.2169";
25261,1012103,Frigorífico - abate de suínos,sc,aurora,16.0,aurora - sc,4201901,-27.3098,-49.6295;
25262,1721400,Fabricação de papel,pr,palmas,117.0,palmas - pr,4117602,-26.4839,-51.9888;
25263,1721400,Fabricação de papel,pr,palmas,14.86,palmas - pr,4117602,-26.4839,-51.9888;
25264,1721400,Fabricação de papel,pr,palmas,25.58,palmas - pr,4117602,-26.4839,-51.9888;
25265,1721400,Fabricação de papel,pr,palmas,168.1,palmas - pr,4117602,-26.4839,-51.9888;
25266,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,37.0,londrina - pr,4113700,-23.304000000000002,-51.1691;
25267,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,27.13,londrina - pr,4113700,-23.304000000000002,-51.1691;
25268,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,0.29,londrina - pr,4113700,-23.304000000000002,-51.1691;
25269,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,0.36,londrina - pr,4113700,-23.304000000000002,-51.1691;
25270,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,0.03,londrina - pr,4113700,-23.304000000000002,-51.1691;
25271,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,0.02,londrina - pr,4113700,-23.304000000000002,-51.1691;
25272,2122000,Fabricação de medicamentos para uso veterinário,pr,londrina,0.26,londrina - pr,4113700,-23.304000000000002,-51.1691;
25273,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,pr,curitiba,0.68,curitiba - pr,4106902,-25.4195,-49.2646;
25274,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,pr,curitiba,62.5,curitiba - pr,4106902,-25.4195,-49.2646;
"25275,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,morro da fumaca,0.01,morro da fumaca - sc,4211207,-28.6511,-49.2169";
25276,1011201,Frigorífico - abate de bovinos,sc,urussanga,0.01,urussanga - sc,4219002,-28.518,-49.3238;
25277,1011201,Frigorífico - abate de bovinos,sc,urussanga,0.01,urussanga - sc,4219002,-28.518,-49.3238;
25278,1011201,Frigorífico - abate de bovinos,sc,urussanga,0.01,urussanga - sc,4219002,-28.518,-49.3238;
25279,1011201,Frigorífico - abate de bovinos,sc,urussanga,0.01,urussanga - sc,4219002,-28.518,-49.3238;
"25280,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sc,porto uniao,0.74,porto uniao - sc,4213609,-26.2451,-51.0759";
"25281,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sc,porto uniao,0.42,porto uniao - sc,4213609,-26.2451,-51.0759";
"25282,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sc,porto uniao,0.41,porto uniao - sc,4213609,-26.2451,-51.0759";
"25283,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,joinville,41.2,joinville - sc,4209102,-26.3045,-48.8487";
"25284,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,joinville,32.41,joinville - sc,4209102,-26.3045,-48.8487";
"25285,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,joinville,111.0,joinville - sc,4209102,-26.3045,-48.8487";
"25286,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,joinville,20.14,joinville - sc,4209102,-26.3045,-48.8487";
"25287,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,joinville,22.88,joinville - sc,4209102,-26.3045,-48.8487";
25288,4781400,Comércio varejista de artigos do vestuário e acessórios,sc,penha,12.0,penha - sc,4212502,-26.7754,-48.6465;
25289,4781400,Comércio varejista de artigos do vestuário e acessórios,sc,penha,11.0,penha - sc,4212502,-26.7754,-48.6465;
25290,6810202,Aluguel de imóveis próprios,sc,mafra,0.4,mafra - sc,4210100,-26.1159,-49.8086;
25291,6810202,Aluguel de imóveis próprios,sc,mafra,4.0,mafra - sc,4210100,-26.1159,-49.8086;
25292,6810202,Aluguel de imóveis próprios,sc,mafra,4.0,mafra - sc,4210100,-26.1159,-49.8086;
25293,6810202,Aluguel de imóveis próprios,sc,mafra,2.0,mafra - sc,4210100,-26.1159,-49.8086;
25294,3101200,Fabricação de móveis com predominância de madeira,sc,santa cecilia,530.0,santa cecilia - sc,4215505,-26.9592,-50.4252;
25295,3101200,Fabricação de móveis com predominância de madeira,sc,santa cecilia,490.0,santa cecilia - sc,4215505,-26.9592,-50.4252;
25296,1012101,Abate de aves,pr,sao joao,36.8,sao joao - pr,4124806,-25.8214,-52.7252;
25297,1012101,Abate de aves,pr,sao joao,54.32,sao joao - pr,4124806,-25.8214,-52.7252;
25298,1012101,Abate de aves,pr,sao joao,37.78,sao joao - pr,4124806,-25.8214,-52.7252;
25299,1012101,Abate de aves,pr,sao joao,40.98,sao joao - pr,4124806,-25.8214,-52.7252;
25300,1012101,Abate de aves,pr,sao joao,46.12,sao joao - pr,4124806,-25.8214,-52.7252;
25301,1012101,Abate de aves,pr,sao joao,42.05,sao joao - pr,4124806,-25.8214,-52.7252;
"25302,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,21.6,campo alegre - sc,4203303,-26.195,-49.2676";
"25303,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,110.0,campo alegre - sc,4203303,-26.195,-49.2676";
"25304,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,62.96,campo alegre - sc,4203303,-26.195,-49.2676";
"25305,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,12.4,campo alegre - sc,4203303,-26.195,-49.2676";
"25306,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,7392.0,campo alegre - sc,4203303,-26.195,-49.2676";
"25307,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,51.41,campo alegre - sc,4203303,-26.195,-49.2676";
"25308,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,39.66,campo alegre - sc,4203303,-26.195,-49.2676";
"25309,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,campo alegre,73.85,campo alegre - sc,4203303,-26.195,-49.2676";
"25310,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25311,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25312,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25313,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25314,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25315,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,massaranduba,0.72,massaranduba - sc,4210605,-26.6109,-49.0054";
"25316,1412601,""Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"",sc,imarui,5.0,imarui - sc,4207205,-28.3339,-48.817";
25317,4744002,Comércio varejista de madeira e artefatos,pr,mallet,0.0,mallet - pr,4113908,-25.8806,-50.8173;
"25318,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,prudentopolis,53.0,prudentopolis - pr,4120606,-25.2111,-50.9754";
"25319,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,prudentopolis,11.97,prudentopolis - pr,4120606,-25.2111,-50.9754";
"25320,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,prudentopolis,14.17,prudentopolis - pr,4120606,-25.2111,-50.9754";
25321,1122401,Fabricação de refrigerantes,pr,cianorte,2.69,cianorte - pr,4105508,-23.6599,-52.6054;
25322,1122401,Fabricação de refrigerantes,pr,cianorte,2.15,cianorte - pr,4105508,-23.6599,-52.6054;
25323,1122401,Fabricação de refrigerantes,pr,cianorte,4.16,cianorte - pr,4105508,-23.6599,-52.6054;
25324,1122401,Fabricação de refrigerantes,pr,cianorte,4.16,cianorte - pr,4105508,-23.6599,-52.6054;
25325,1122401,Fabricação de refrigerantes,pr,cianorte,0.96,cianorte - pr,4105508,-23.6599,-52.6054;
25326,1122401,Fabricação de refrigerantes,pr,cianorte,0.58,cianorte - pr,4105508,-23.6599,-52.6054;
25327,1122401,Fabricação de refrigerantes,pr,cianorte,1.16,cianorte - pr,4105508,-23.6599,-52.6054;
25328,1122401,Fabricação de refrigerantes,pr,cianorte,0.41,cianorte - pr,4105508,-23.6599,-52.6054;
"25329,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,105.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25330,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,100.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25331,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,100.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25332,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,100.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25333,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,150.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25334,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,guarapuava,140.0,guarapuava - pr,4109401,-25.3902,-51.4623";
"25335,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.5,chapeco - sc,4204202,-27.1004,-52.6152";
"25336,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.6,chapeco - sc,4204202,-27.1004,-52.6152";
"25337,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.07,chapeco - sc,4204202,-27.1004,-52.6152";
"25338,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.05,chapeco - sc,4204202,-27.1004,-52.6152";
"25339,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.42,chapeco - sc,4204202,-27.1004,-52.6152";
"25340,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,1.5,chapeco - sc,4204202,-27.1004,-52.6152";
"25341,2862300,""Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"",sc,chapeco,0.3,chapeco - sc,4204202,-27.1004,-52.6152";
25342,810007,Extração de argila e beneficiamento associado,sc,urussanga,0.3,urussanga - sc,4219002,-28.518,-49.3238;
25343,810007,Extração de argila e beneficiamento associado,sc,urussanga,0.5,urussanga - sc,4219002,-28.518,-49.3238;
25344,810007,Extração de argila e beneficiamento associado,sc,urussanga,0.4,urussanga - sc,4219002,-28.518,-49.3238;
25345,810007,Extração de argila e beneficiamento associado,sc,urussanga,0.1,urussanga - sc,4219002,-28.518,-49.3238;
25346,810007,Extração de argila e beneficiamento associado,sc,meleiro,0.5,meleiro - sc,4210803,-28.8244,-49.6378;
25347,810007,Extração de argila e beneficiamento associado,sc,meleiro,0.7,meleiro - sc,4210803,-28.8244,-49.6378;
25348,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.3,rancho queimado - sc,4214300,-27.6727,-49.0191;
25349,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.5,rancho queimado - sc,4214300,-27.6727,-49.0191;
25350,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.6,rancho queimado - sc,4214300,-27.6727,-49.0191;
25351,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.3,rancho queimado - sc,4214300,-27.6727,-49.0191;
25352,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.2,rancho queimado - sc,4214300,-27.6727,-49.0191;
25353,810007,Extração de argila e beneficiamento associado,sc,rancho queimado,0.2,rancho queimado - sc,4214300,-27.6727,-49.0191;
25354,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.2,pantano grande - rs,4313953,-30.1902,-52.3729;
25355,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.3,pantano grande - rs,4313953,-30.1902,-52.3729;
25356,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.25,pantano grande - rs,4313953,-30.1902,-52.3729;
25357,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.3,pantano grande - rs,4313953,-30.1902,-52.3729;
25358,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.35,pantano grande - rs,4313953,-30.1902,-52.3729;
25359,810007,Extração de argila e beneficiamento associado,rs,pantano grande,0.42,pantano grande - rs,4313953,-30.1902,-52.3729;
25360,810007,Extração de argila e beneficiamento associado,rs,sao jeronimo,0.3,sao jeronimo - rs,4318408,-29.9716,-51.7251;
